sulawesi_religion_reformed;Reformed Aluk;Reformed Aluk;Reformed Aluk;Reformed Aluk;Reformed Aluk;;;;;;;;;x
flores_religion_reformed;Reformed Marapu;Reformed Marapu;Reformed Marapu;Reformed Marapu;Reformed Marapu;;;;;;;;;x
java_religion_reformed;Reformed Kejawen;Reformed Kejawen;Reformed Kejawen;Reformed Kejawen;Reformed Kejawen;;;;;;;;;x
sumatran_religion_reformed;Reformed Malim;Reformed Malim;Reformed Malim;Reformed Malim;Reformed Malim;;;;;;;;;x
malagasy_religion_reformed;Reformed Andrianerinerinan;Reformed Andrianerinerinan;Reformed Andrianerinerinan;Reformed Andrianerinerinan;Reformed Andrianerinerinan;;;;;;;;;x
brythonic_druidic_pagan;Brythonic Druidic;Brythonic Druidic;Brythonic Druidic;Brythonic Druidic;Brythonic Druidic;;;;;;;;;x
gaelic_druidic_pagan;Gaelic Druidic;Gaelic Druidic;Gaelic Druidic;Gaelic Druidic;Gaelic Druidic;;;;;;;;;x
kartvelian_pagan;Kartvelian;Kartvelian;Kartvelian;Kartvelian;Kartvelian;;;;;;;;;x
alan_pagan;Alan;Alan;Alan;Alan;Alan;;;;;;;;;x
caspian_pagan;Caspian;Caspian;Caspian;Caspian;Caspian;;;;;;;;;x
caspian_pagan_reformed;Reformed Caspian;Reformed Caspian;Reformed Caspian;Reformed Caspian;Reformed Caspian;;;;;;;;;x
pontic_pagan;Pontic;Pontic;Pontic;Pontic;Pontic;;;;;;;;;x
pontic_pagan_reformed;Reformed Pontic;Reformed Pontic;Reformed Pontic;Reformed Pontic;Reformed Pontic;;;;;;;;;x
serer_pagan;Fat Rog;Fat Rog;Fat Rog;Fat Rog;Fat Rog;;;;;;;;;x
serer_pagan_reformed;Reformed Fat Rog;Reformed Fat Rog;Reformed Fat Rog;Reformed Fat Rog;Reformed Fat Rog;;;;;;;;;x
nat;Nat;Nat;Nat;Nat;Nat;;;;;;;;;x
nat_DESC;Bamar-Pyu folk religion;Bamar-Pyu folk religion;Bamar-Pyu folk religion;Bamar-Pyu folk religion;Bamar-Pyu folk religion;;;;;;;;;x
sastsana_phi;Sastsana Phi;Sastsana Phi;Sastsana Phi;Sastsana Phi;Sastsana Phi;;;;;;;;;x
sastsana_phi_DESC;Tai folk religion;Tai folk religion;Tai folk religion;Tai folk religion;Tai folk religion;;;;;;;;;x
rmagao;Rmagao;Rmagao;Rmagao;Rmagao;Rmagao;;;;;;;;;x
rmagao_DESC;Qiang folk religion;Qiang folk religion;Qiang folk religion;Qiang folk religion;Qiang folk religion;;;;;;;;;x
shenjiao;Shenjiao;Shenjiao;Shenjiao;Shenjiao;Shenjiao;;;;;;;;;x
shenjiao_DESC;Chinese folk religion;Chinese folk religion;Chinese folk religion;Chinese folk religion;Chinese folk religion;;;;;;;;;x
benzhujiao;Benzhujiao;Benzhujiao;Benzhujiao;Benzhujiao;Benzhujiao;;;;;;;;;x
benzhujiao_DESC;Bai folk religion;Bai folk religion;Bai folk religion;Bai folk religion;Bai folk religion;;;;;;;;;x
bimojiao;Bimojiao;Bimojiao;Bimojiao;Bimojiao;Bimojiao;;;;;;;;;x
bimojiao_DESC;Yi(Lolo) folk religion;Yi(Lolo) folk religion;Yi(Lolo) folk religion;Yi(Lolo) folk religion;Yi(Lolo) folk religion;;;;;;;;;x
ua_dab;Ua Dab;Ua Dab;Ua Dab;Ua Dab;Ua Dab;;;;;;;;;x
ua_dab_DESC;Miao-Hmong folk religion;Miao-Hmong folk religion;Miao-Hmong folk religion;Miao-Hmong folk religion;Miao-Hmong folk religion;;;;;;;;;x
nugyauq;Nugyauq;Nugyauq;Nugyauq;Nugyauq;Nugyauq;;;;;;;;;x
nugyauq_DESC;Zhuang folk religion;Zhuang folk religion;Zhuang folk religion;Zhuang folk religion;Zhuang folk religion;;;;;;;;;x
thangiao;Thangiao;Thangiao;Thangiao;Thangiao;Thangiao;;;;;;;;;x
thangiao_DESC;Viet folk religion;Viet folk religion;Viet folk religion;Viet folk religion;Viet folk religion;;;;;;;;;x
shingyo_DESC;Korean folk religion;Korean folk religion;Korean folk religion;Korean folk religion;Korean folk religion;;;;;;;;;x
ryukyu_shinto_DESC;Ryukyu Shinto;Ryukyu Shinto;Ryukyu Shinto;Ryukyu Shinto;Ryukyu Shinto;;;;;;;;;x
confucian_DESC;Rújiä (Confucian);Rújiä (Confucian);Rújiä (Confucian);Rújiä (Confucian);Rújiä (Confucian);;;;;;;;;x
ainu_pantheism_DESC;Ainu Pantheism;Ainu Pantheism;Ainu Pantheism;Ainu Pantheism;Ainu Pantheism;;;;;;;;;x
melanesian_religion_DESC;Papuan folk religion;Papuan folk religion;Papuan folk religion;Papuan folk religion;Papuan folk religion;;;;;;;;;x
taiwanese_religion_DESC;Taiwanese folk religion;Taiwanese folk religion;Taiwanese folk religion;Taiwanese folk religion;Taiwanese folk religion;;;;;;;;;x
philippine_religion_DESC;Ma-i-an folk religion;Ma-i-an folk religion;Ma-i-an folk religion;Ma-i-an folk religion;Ma-i-an folk religion;;;;;;;;;x
bornean_religion_DESC;Tanjungpuran folk religion;Tanjungpuran folk religion;Tanjungpuran folk religion;Tanjungpuran folk religion;Tanjungpuran folk religion;;;;;;;;;x
sulawesi_religion_DESC;Sakasanusan folk religion;Sakasanusan folk religion;Sakasanusan folk religion;Sakasanusan folk religion;Sakasanusan folk religion;;;;;;;;;x
flores_religion_DESC;Larantukan folk religion;Larantukan folk religion;Larantukan folk religion;Larantukan folk religion;Larantukan folk religion;;;;;;;;;x
java_religion_DESC;Javan folk religion;Javan folk religion;Javan folk religion;Javan folk religion;Javan folk religion;;;;;;;;;x
sumatran_religion_DESC;Sumatran folk religion;Sumatran folk religion;Sumatran folk religion;Sumatran folk religion;Sumatran folk religion;;;;;;;;;x
malagasy_religion_DESC;Malagasy folk religion;Malagasy folk religion;Malagasy folk religion;Malagasy folk religion;Malagasy folk religion;;;;;;;;;x
jurchen_pagan_DESC;Jurchen shamanism;Jurchen shamanism;Jurchen shamanism;Jurchen shamanism;Jurchen shamanism;;;;;;;;;x
jurchen_pagan_reformed_DESC;Reformed Jurchen shamanism;Reformed Jurchen shamanism;Reformed Jurchen shamanism;Reformed Jurchen shamanism;Reformed Jurchen shamanism;;;;;;;;;x
ainu_pantheism_reformed_DESC;Reformed Ainu Pantheism;Reformed Ainu Pantheism;Reformed Ainu Pantheism;Reformed Ainu Pantheism;Reformed Ainu Pantheism;;;;;;;;;x
melanesian_religion_reformed_DESC;Reformed Papuan folk religion;Reformed Papuan folk religion;Reformed Papuan folk religion;Reformed Papuan folk religion;Reformed Papuan folk religion;;;;;;;;;x
taiwanese_religion_reformed_DESC;Reformed Taiwanese folk religion;Reformed Taiwanese folk religion;Reformed Taiwanese folk religion;Reformed Taiwanese folk religion;Reformed Taiwanese folk religion;;;;;;;;;x
philippine_religion_reformed_DESC;Reformed Ma-i-an folk religion;Reformed Ma-i-an folk religion;Reformed Ma-i-an folk religion;Reformed Ma-i-an folk religion;Reformed Ma-i-an folk religion;;;;;;;;;x
bornean_religion_reformed_DESC;Reformed Tanjungpuran folk religion;Reformed Tanjungpuran folk religion;Reformed Tanjungpuran folk religion;Reformed Tanjungpuran folk religion;Reformed Tanjungpuran folk religion;;;;;;;;;x
sulawesi_religion_reformed_DESC;Reformed Sakasanusan folk religion;Reformed Sakasanusan folk religion;Reformed Sakasanusan folk religion;Reformed Sakasanusan folk religion;Reformed Sakasanusan folk religion;;;;;;;;;x
flores_religion_reformed_DESC;Reformed Larantukan folk religion;Reformed Larantukan folk religion;Reformed Larantukan folk religion;Reformed Larantukan folk religion;Reformed Larantukan folk religion;;;;;;;;;x
java_religion_reformed_DESC;Reformed Javan folk religion;Reformed Javan folk religion;Reformed Javan folk religion;Reformed Javan folk religion;Reformed Javan folk religion;;;;;;;;;x
sumatran_religion_reformed_DESC;Reformed Sumatran folk religion;Reformed Sumatran folk religion;Reformed Sumatran folk religion;Reformed Sumatran folk religion;Reformed Sumatran folk religion;;;;;;;;;x
malagasy_religion_reformed_DESC;Reformed Malagasy folk religion;Reformed Malagasy folk religion;Reformed Malagasy folk religion;Reformed Malagasy folk religion;Reformed Malagasy folk religion;;;;;;;;;x
mungu_bantu;Mungu Bantu;Mungu Bantu;Mungu Bantu;Mungu Bantu;Mungu Bantu;;;;;;;;;x
mungu_bantu_reformed;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;;;;;;;;;x
mungu_bantu_DESC;Mungu Bantu;Mungu Bantu;Mungu Bantu;Mungu Bantu;Mungu Bantu;;;;;;;;;x
mungu_bantu_reformed_DESC;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;Reformed Mungu Bantu;;;;;;;;;x
mwari_bantu;Mwari Bantu;Mwari Bantu;Mwari Bantu;Mwari Bantu;Mwari Bantu;;;;;;;;;x
mwari_bantu_reformed;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;;;;;;;;;x
mwari_bantu_DESC;Mwari Bantu;Mwari Bantu;Mwari Bantu;Mwari Bantu;Mwari Bantu;;;;;;;;;x
mwari_bantu_reformed_DESC;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;Reformed Mwari Bantu;;;;;;;;;x
