d_latin_jerusalem_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
k_alexandria_patriarch;The Coptic Patriarchy of Alexandria;Le patriarcat copte d'Alexandrie;Die koptische Patriarchat von Alexandria;;El patriarcado copto de Alejandría;;;;;;;;;x
k_alexandria_patriarch_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
k_greek_alexandria;The Ecumenical Patriarchy of Alexandria;Le Patriarcat œcuménique d'Alexandrie;Das Ökumenische Patriarchat von Alexandria;;El Patriarcado Ecuménico de Alejandría;;;;;;;;;x
k_greek_alexandria_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
k_nestorian_patriarch;The Nestorian Patriarchy of all the East;Le patriarcat nestorien de tout l'Orient;Die nestorianischen Patriarchats von all dem Osten;;El patriarcado nestoriano de todo el Oriente;;;;;;;;;x
k_nestorian_patriarch_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
k_armenian_catholicos;The Armenian Catholicate;Le Catholicos arménien;Die armenische Katholikat;;El Catholicate Armenia;;;;;;;;;x
k_armenian_catholicos_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
d_armenian_jerusalem;The Armenian Patriarchy of Jerusalem;Le Patriarcat arménien de Jérusalem;Das armenische Patriarchat von Jerusalem;;El Patriarcado Armenio de Jerusalén;;;;;;;;;x
d_armenian_jerusalem_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
d_ethiopian_abun;The Ethiopian Patriarchy;Le patriarcat éthiopienne;Die äthiopische Patriarchat;;El Patriarcado de Etiopía;;;;;;;;;x
d_ethiopian_abun_adj;Patriarchal;patriarcal;Patriarchalisch;;Patriarcal;;;;;;;;;x
k_confucian;Confucius' House;Confucius' House;Confucius' House;Confucius' House;Confucius' House;;;;;;;;;x
k_confucian_adj;Confucian;Confucian;Confucian;Confucian;Confucian;;;;;;;;;x
k_tao;Master's House;Master's House;Master's House;Master's House;Master's House;;;;;;;;;x
k_tao_adj;Orthodox Unity;Orthodox Unity;Orthodox Unity;Orthodox Unity;Orthodox Unity;;;;;;;;;x
DESCENDANT_OF_CONFUCIUS;Descendant of Confucius;Descendant of Confucius;Descendant of Confucius;Descendant of Confucius;Descendant of Confucius;;;;;;;;;x
DESCENDANT_OF_CONFUCIUS_FOA;Your Holiness;Your Holiness;Your Holiness;Your Holiness;Your Holiness;;;;;;;;;x
CELESTIAL_MASTER;Celestial Master;Celestial Master;Celestial Master;Celestial Master;Celestial Master;;;;;;;;;x
CELESTIAL_MASTER_FOA;Your Holiness;Your Holiness;Your Holiness;Your Holiness;Your Holiness;;;;;;;;;x
SAKYA_TRIZIN;Sakya Trizin;Sakya Trizin;Sakya Trizin;;Sakya Trizin;;;;;;;;;x
SAKYA_TRIZINMO;Sakya Trizinmo;Sakya Trizinmo;Sakya Trizinmo;;Sakya Trizinmo;;;;;;;;;x
SAKYA_TRIZIN_FOA;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x
