b_iapala;Iapala;;;;;;;;;;;;;x
b_lalaua;Lalaua;;;;;;;;;;;;;x
c_makonde;Makonde;;;;;;;;;;;;;x
c_makonde_adj;Makonde;;;;;;;;;;;;;x
b_makonde;Makonde;;;;;;;;;;;;;x
b_masasi;Masasi;;;;;;;;;;;;;x
b_mikangaula;Mikangaula;;;;;;;;;;;;;x
b_nangomba;Nangomba;;;;;;;;;;;;;x
b_likokona;Likokona;;;;;;;;;;;;;x
b_negomane;Negomane;;;;;;;;;;;;;x
b_masuguru;Masuguru;;;;;;;;;;;;;x
b_michiga;Michiga;;;;;;;;;;;;;x
k_tanganyika;Tanganyika;;;;;;;;;;;;;x
k_tanganyika_adj;Tanganyika;;;;;;;;;;;;;x
d_rukwa;Rukwa;;;;;;;;;;;;;x
d_rukwa_adj;Rukwa;;;;;;;;;;;;;x
c_waha;Waha;;;;;;;;;;;;;x
c_waha_adj;Waha;;;;;;;;;;;;;x
b_waha;Waha;;;;;;;;;;;;;x
b_lagosa;Lagosa;;;;;;;;;;;;;x
b_karema;Karema;;;;;;;;;;;;;x
b_sitalike;Sitalike;;;;;;;;;;;;;x
b_magamba;Magamba;;;;;;;;;;;;;x
b_mpanda;Mpanda;;;;;;;;;;;;;x
b_ugalla;Ugalla;;;;;;;;;;;;;x
b_kisi;Kisi;;;;;;;;;;;;;x
c_lapwa;Lapwa;;;;;;;;;;;;;x
c_lapwa_adj;Lapwa;;;;;;;;;;;;;x
b_lapwa;Lapwa;;;;;;;;;;;;;x
b_kalundi;Kalundi;;;;;;;;;;;;;x
b_izinga;Izinga;;;;;;;;;;;;;x
b_mpasa;Mpasa;;;;;;;;;;;;;x
b_muzi;Muzi;;;;;;;;;;;;;x
b_kasanga;Kasanga;;;;;;;;;;;;;x
b_sumbawanga;Sumbawanga;;;;;;;;;;;;;x
b_ntendo;Ntendo;;;;;;;;;;;;;x
c_kimbu;Kimbu;;;;;;;;;;;;;x
c_kimbu_adj;Kimbu;;;;;;;;;;;;;x
b_kimbu;Kimbu;;;;;;;;;;;;;x
b_kapalala;Kapalala;;;;;;;;;;;;;x
b_lukwati;Lukwati;;;;;;;;;;;;;x
b_ilungu;Ilungu;;;;;;;;;;;;;x
b_usule;Usule;;;;;;;;;;;;;x
b_inyonga;Inyonga;;;;;;;;;;;;;x
b_utende;Utende;;;;;;;;;;;;;x
b_malote;Malote;;;;;;;;;;;;;x
d_tumbuka;Tumbuka;;;;;;;;;;;;;x
d_tumbuka_adj;Tumbuka;;;;;;;;;;;;;x
c_mwabulambo;Mwabulambo;;;;;;;;;;;;;x
c_mwabulambo_adj;Mwabulambo;;;;;;;;;;;;;x
b_mwabulambo;Mwabulambo;;;;;;;;;;;;;x
b_mwamasapa;Mwamasapa;;;;;;;;;;;;;x
b_nyakyusa;Nyakyusa;;;;;;;;;;;;;x
b_ngonde;Ngonde;;;;;;;;;;;;;x
b_nyiha;Nyiha;;;;;;;;;;;;;x
b_kyela;Kyela;;;;;;;;;;;;;x
b_ipinda;Ipinda;;;;;;;;;;;;;x
b_kaporo;Kaporo;;;;;;;;;;;;;x
c_phopo;Phopo;;;;;;;;;;;;;x
c_phopo_adj;Phopo;;;;;;;;;;;;;x
b_phopo;Phopo;;;;;;;;;;;;;x
b_chilumba;Chilumba;;;;;;;;;;;;;x
b_chiweta;Chiweta;;;;;;;;;;;;;x
b_chelinda;Chelinda;;;;;;;;;;;;;x
b_rhumpi;Rhumpi;;;;;;;;;;;;;x
b_chitango;Chitango;;;;;;;;;;;;;x
b_mzuzu;Mzuzu;;;;;;;;;;;;;x
b_usisya;Usisya;;;;;;;;;;;;;x
c_nyamwanga;Nyamwanga;;;;;;;;;;;;;x
c_nyamwanga_adj;Nyamwanga;;;;;;;;;;;;;x
b_nyamwanga;Nyamwanga;;;;;;;;;;;;;x
b_chibesakunda;Chibesakunda;;;;;;;;;;;;;x
b_bulaya;Bulaya;;;;;;;;;;;;;x
b_matumbo;Matumbo;;;;;;;;;;;;;x
b_kalulu;Kalulu;;;;;;;;;;;;;x
b_chitumbwa;Chitumbwa;;;;;;;;;;;;;x
b_msitu;Msitu;;;;;;;;;;;;;x
b_ndalama;Ndalama;;;;;;;;;;;;;x
d_nyamwezi_sukuma;Nyamwezi-Sukuma;;;;;;;;;;;;;x
d_nyamwezi_sukuma_adj;Nyamwezi-Sukuma;;;;;;;;;;;;;x
c_nyamwezi;Nyamwezi;;;;;;;;;;;;;x
c_nyamwezi_adj;Nyamwezi;;;;;;;;;;;;;x
b_nyamwezi;Nyamwezi;;;;;;;;;;;;;x
b_tabora;Tabora;;;;;;;;;;;;;x
b_sikonge;Sikonge;;;;;;;;;;;;;x
b_igalula;Igalula;;;;;;;;;;;;;x
b_kwihara;Kwihara;;;;;;;;;;;;;x
b_tumbi;Tumbi;;;;;;;;;;;;;x
b_mabama;Mabama;;;;;;;;;;;;;x
b_chali;Chali;;;;;;;;;;;;;x
c_sukuma;Sukuma;;;;;;;;;;;;;x
c_sukuma_adj;Sukuma;;;;;;;;;;;;;x
b_sukuma;Sukuma;;;;;;;;;;;;;x
b_kahama;Kahama;;;;;;;;;;;;;x
b_isaka;Isaka;;;;;;;;;;;;;x
b_ushetu;Ushetu;;;;;;;;;;;;;x
b_bukene;Bukene;;;;;;;;;;;;;x
b_itobo;Itobo;;;;;;;;;;;;;x
b_jomu;Jomu;;;;;;;;;;;;;x
b_nzega;Nzega;;;;;;;;;;;;;x
