#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_anilco_adj;Anilcian;;anilcisch;;;;;;;;;;;x
c_anoixi;Anoixi;Anoixi;Anoixi;;;;;;;;;;;x
c_anoixi_adj;Anoixian;;anoixisch;;;;;;;;;;;x
c_anoka;Anoka;Anoka;Anoka;;;;;;;;;;;x
c_anoka_adj;Anokian;;anokisch;;;;;;;;;;;x
c_anticosti;Anticosti;Anticosti;Anticosti;;;;;;;;;;;x
c_anticosti_adj;Anticostian;;anticostisch;;;;;;;;;;;x
c_anticosti_coast;Anticosti Coast;Anticosti Coast;Anticosti Coast;;;;;;;;;;;x
c_anticosti_coast_adj;Anticosti Coastian;;anticosti coastisch;;;;;;;;;;;x
c_apalachicoli;Apalachicoli;Apalachicoli;Apalachicoli;;;;;;;;;;;x
c_apalachicoli_adj;Apalachicolian;;apalachicolisch;;;;;;;;;;;x
c_apalachicoli_coast;Apalachicoli Coast;Apalachicoli Coast;Apalachicoli Coast;;;;;;;;;;;x
c_apalachicoli_coast_adj;Apalachicoli Coastian;;apalachicoli coastisch;;;;;;;;;;;x
c_apatzingan;Apatzingán;Apatzingán;Apatzingán;;;;;;;;;;;x
c_apatzingan_adj;Apatzingánian;;apatzingánisch;;;;;;;;;;;x
c_apola;Apola;Apola;Apola;;;;;;;;;;;x
c_apola_adj;Apolian;;apolisch;;;;;;;;;;;x
c_appomattox;Appomattox;Appomattox;Appomattox;;;;;;;;;;;x
c_appomattox_adj;Appomattoxian;;appomattoxisch;;;;;;;;;;;x
c_aranama;Aranama;Aranama;Aranama;;;;;;;;;;;x
c_aranama_adj;Aranamian;;aranamisch;;;;;;;;;;;x
c_arapaho;Arapaho;Arapaho;Arapaho;;;;;;;;;;;x
c_arapaho_adj;Arapahian;;arapahisch;;;;;;;;;;;x
c_arequipa;Arequipa;Arequipa;Arequipa;;;;;;;;;;;x
c_arequipa_adj;Arequipian;;arequipisch;;;;;;;;;;;x
c_arequipa_coast;Arequipa Coast;Arequipa Coast;Arequipa Coast;;;;;;;;;;;x
c_arequipa_coast_adj;Arequipa Coastian;;arequipa coastisch;;;;;;;;;;;x
c_arhuaco;Arhuaco;Arhuaco;Arhuaco;;;;;;;;;;;x
c_arhuaco_adj;Arhuacian;;arhuacisch;;;;;;;;;;;x
c_arkansas_river1;Arkansas River1;Arkansas River1;Arkansas River1;;;;;;;;;;;x
c_arkansas_river1_adj;Arkansas River1ian;;arkansas river1isch;;;;;;;;;;;x
c_arkansas_river2;Arkansas River2;Arkansas River2;Arkansas River2;;;;;;;;;;;x
c_arkansas_river2_adj;Arkansas River2ian;;arkansas river2isch;;;;;;;;;;;x
c_arminta;Arminta;Arminta;Arminta;;;;;;;;;;;x
c_arminta_adj;Armintian;;armintisch;;;;;;;;;;;x
c_aroostook;Aroostook;Aroostook;Aroostook;;;;;;;;;;;x
c_aroostook_adj;Aroostookian;;aroostookisch;;;;;;;;;;;x
c_aruwage;Aruwage;Aruwage;Aruwage;;;;;;;;;;;x
c_aruwage_adj;Aruwagian;;aruwagisch;;;;;;;;;;;x
c_ascutney;Ascutney;Ascutney;Ascutney;;;;;;;;;;;x
c_ascutney_adj;Ascutneian;;ascutneisch;;;;;;;;;;;x
c_ashalaho;Ashalaho;Ashalaho;Ashalaho;;;;;;;;;;;x
c_ashalaho_adj;Ashalahian;;ashalahisch;;;;;;;;;;;x
c_ashshipite;Ashshipíte;Ashshipíte;Ashshipíte;;;;;;;;;;;x
c_ashshipite_adj;Ashshipítian;;ashshipítisch;;;;;;;;;;;x
c_ashtabula;Ashtabula;Ashtabula;Ashtabula;;;;;;;;;;;x
c_ashtabula_adj;Ashtabulian;;ashtabulisch;;;;;;;;;;;x
c_asile;Asile;Asile;Asile;;;;;;;;;;;x
c_asile_adj;Asilian;;asilisch;;;;;;;;;;;x
c_assinica;Assinica;Assinica;Assinica;;;;;;;;;;;x
c_assinica_adj;Assinician;;assinicisch;;;;;;;;;;;x
c_atakapa;Atakapa;Atakapa;Atakapa;;;;;;;;;;;x
c_atakapa_adj;Atakapian;;atakapisch;;;;;;;;;;;x
c_atanaguaypacam;Atanaguaypacam;Atanaguaypacam;Atanaguaypacam;;;;;;;;;;;x
c_atanaguaypacam_adj;Atanaguaypacamian;;atanaguaypacamisch;;;;;;;;;;;x
c_atikaki;Atikaki;Atikaki;Atikaki;;;;;;;;;;;x
c_atikaki_adj;Atikakian;;atikakisch;;;;;;;;;;;x
c_atoka;Atoka;Atoka;Atoka;;;;;;;;;;;x
c_atoka_adj;Atokian;;atokisch;;;;;;;;;;;x
c_attawapiskat;Attawapiskat;Attawapiskat;Attawapiskat;;;;;;;;;;;x
c_attawapiskat_adj;Attawapiskatian;;attawapiskatisch;;;;;;;;;;;x
c_auake;Auaké;Auaké;Auaké;;;;;;;;;;;x
c_auake_adj;Auakéian;;auakéisch;;;;;;;;;;;x
c_aubinadong;Aubinadong;Aubinadong;Aubinadong;;;;;;;;;;;x
c_aubinadong_adj;Aubinadongian;;aubinadongisch;;;;;;;;;;;x
c_avoyel;Avoyel;Avoyel;Avoyel;;;;;;;;;;;x
c_avoyel_adj;Avoyelian;;avoyelisch;;;;;;;;;;;x
c_axocopan;Axocopan;Axocopan;Axocopan;;;;;;;;;;;x
c_axocopan_adj;Axocopanian;;axocopanisch;;;;;;;;;;;x
c_ay-ay;Ay-ay;Ay-ay;Ay-ay;;;;;;;;;;;x
c_ay-ay_adj;Ay-aian;;ay-aisch;;;;;;;;;;;x
c_ayacucho;Ayacucho;Ayacucho;Ayacucho;;;;;;;;;;;x
c_ayacucho_adj;Ayacuchian;;ayacuchisch;;;;;;;;;;;x
c_ayapel;Ayapel;Ayapel;Ayapel;;;;;;;;;;;x
c_ayapel_adj;Ayapelian;;ayapelisch;;;;;;;;;;;x
c_azogues;Azogues;Azogues;Azogues;;;;;;;;;;;x
c_azogues_adj;Azoguesian;;azoguesisch;;;;;;;;;;;x
c_azua;Azua;Azua;Azua;;;;;;;;;;;x
c_azua_adj;Azian;;azisch;;;;;;;;;;;x
c_baahpuuo;Baahpuuo;Baahpuuo;Baahpuuo;;;;;;;;;;;x
c_baahpuuo_adj;Baahpian;;baahpisch;;;;;;;;;;;x
c_babeque;Babeque;Babeque;Babeque;;;;;;;;;;;x
c_babeque_adj;Babeqian;;babeqisch;;;;;;;;;;;x
c_bahama;Bahamá;Bahamá;Bahamá;;;;;;;;;;;x
c_bahama_adj;Bahamáian;;bahamáisch;;;;;;;;;;;x
c_balsas_river;Balsas River;Balsas River;Balsas River;;;;;;;;;;;x
c_balsas_river_adj;Balsas Riverian;;balsas riverisch;;;;;;;;;;;x
c_bandana;Bandana;Bandana;Bandana;;;;;;;;;;;x
c_bandana_adj;Bandanian;;bandanisch;;;;;;;;;;;x
c_baniwa;Baniwa;Baniwa;Baniwa;;;;;;;;;;;x
c_baniwa_adj;Baniwian;;baniwisch;;;;;;;;;;;x
c_bannock;Bannock;Bannock;Bannock;;;;;;;;;;;x
c_bannock_adj;Bannockian;;bannockisch;;;;;;;;;;;x
c_baracoa;Baracoa;Baracoa;Baracoa;;;;;;;;;;;x
c_baracoa_adj;Baracian;;baracisch;;;;;;;;;;;x
c_bayaguana;Bayaguana;Bayaguana;Bayaguana;;;;;;;;;;;x
c_bayaguana_adj;Bayaguanian;;bayaguanisch;;;;;;;;;;;x
c_bayamo;Bayamo;Bayamo;Bayamo;;;;;;;;;;;x
c_bayamo_adj;Bayamian;;bayamisch;;;;;;;;;;;x
c_bayamo_coast;Bayamo Coast;Bayamo Coast;Bayamo Coast;;;;;;;;;;;x
c_bayamo_coast_adj;Bayamo Coastian;;bayamo coastisch;;;;;;;;;;;x
c_bayaquitiri;Bayaquitiri;Bayaquitiri;Bayaquitiri;;;;;;;;;;;x
c_bayaquitiri_adj;Bayaquitirian;;bayaquitirisch;;;;;;;;;;;x
c_bayougoula;Bayougoula;Bayougoula;Bayougoula;;;;;;;;;;;x
c_bayougoula_adj;Bayougoulian;;bayougoulisch;;;;;;;;;;;x
c_becan;Becán;Becán;Becán;;;;;;;;;;;x
c_becan_adj;Becánian;;becánisch;;;;;;;;;;;x
c_benewah;Benewah;Benewah;Benewah;;;;;;;;;;;x
c_benewah_adj;Benewahian;;benewahisch;;;;;;;;;;;x
c_bidai;Bidai;Bidai;Bidai;;;;;;;;;;;x
c_bidai_adj;Bidian;;bidisch;;;;;;;;;;;x
c_bilapchashee;Bilapchashee;Bilapchashee;Bilapchashee;;;;;;;;;;;x
c_bilapchashee_adj;Bilapchashian;;bilapchashisch;;;;;;;;;;;x
c_bilocci;Bilocci;Bilocci;Bilocci;;;;;;;;;;;x
c_bilocci_adj;Biloccian;;biloccisch;;;;;;;;;;;x
c_bkejwanong;Bkejwanong;Bkejwanong;Bkejwanong;;;;;;;;;;;x
c_bkejwanong_adj;Bkejwanongian;;bkejwanongisch;;;;;;;;;;;x
c_bocata;Bocata;Bocata;Bocata;;;;;;;;;;;x
c_bocata_adj;Bocatian;;bocatisch;;;;;;;;;;;x
c_borah;Borah;Borah;Borah;;;;;;;;;;;x
c_borah_adj;Borahian;;borahisch;;;;;;;;;;;x
c_boyaca;Boyacá;Boyacá;Boyacá;;;;;;;;;;;x
c_boyaca_adj;Boyacáian;;boyacáisch;;;;;;;;;;;x
c_brokopondo;Brokopondo;Brokopondo;Brokopondo;;;;;;;;;;;x
c_brokopondo_adj;Brokopondian;;brokopondisch;;;;;;;;;;;x
c_brule;Brule;Brule;Brule;;;;;;;;;;;x
c_brule_adj;Brulian;;brulisch;;;;;;;;;;;x
c_bucaramanga;Bucaramanga;Bucaramanga;Bucaramanga;;;;;;;;;;;x
c_bucaramanga_adj;Bucaramangian;;bucaramangisch;;;;;;;;;;;x
c_bybee;Bybee;Bybee;Bybee;;;;;;;;;;;x
c_bybee_adj;Bybian;;bybisch;;;;;;;;;;;x
c_cabaiguan;Cabaiguan;Cabaiguan;Cabaiguan;;;;;;;;;;;x
c_cabaiguan_adj;Cabaiguanian;;cabaiguanisch;;;;;;;;;;;x
c_cabaiguan_coast;Cabaiguan Coast;Cabaiguan Coast;Cabaiguan Coast;;;;;;;;;;;x
c_cabaiguan_coast_adj;Cabaiguan Coastian;;cabaiguan coastisch;;;;;;;;;;;x
c_cabimas;Cabimas;Cabimas;Cabimas;;;;;;;;;;;x
c_cabimas_adj;Cabimasian;;cabimasisch;;;;;;;;;;;x
c_cabonga;Cabonga;Cabonga;Cabonga;;;;;;;;;;;x
c_cabonga_adj;Cabongian;;cabongisch;;;;;;;;;;;x
c_cacaoni;Cacaoni;Cacaoni;Cacaoni;;;;;;;;;;;x
c_cacaoni_adj;Cacaonian;;cacaonisch;;;;;;;;;;;x
c_caddo;Caddo;Caddo;Caddo;;;;;;;;;;;x
c_caddo_adj;Caddian;;caddisch;;;;;;;;;;;x
c_caguas;Caguas;Caguas;Caguas;;;;;;;;;;;x
c_caguas_adj;Caguasian;;caguasisch;;;;;;;;;;;x
c_caguas_coast;Caguas Coast;Caguas Coast;Caguas Coast;;;;;;;;;;;x
c_caguas_coast_adj;Caguas Coastian;;caguas coastisch;;;;;;;;;;;x
c_caguate;Caguate;Caguate;Caguate;;;;;;;;;;;x
c_caguate_adj;Caguatian;;caguatisch;;;;;;;;;;;x
c_cahuinari;Cahuinari;Cahuinari;Cahuinari;;;;;;;;;;;x
c_cahuinari_adj;Cahuinarian;;cahuinarisch;;;;;;;;;;;x
c_caicos;Caicos;Caicos;Caicos;;;;;;;;;;;x
c_caicos_adj;Caicosian;;caicosisch;;;;;;;;;;;x
c_caicos_sea;Caicos Sea;Caicos Sea;Caicos Sea;;;;;;;;;;;x
c_caicos_sea_adj;Caicos Sian;;caicos sisch;;;;;;;;;;;x
c_cajamarca;Cajamarca;Cajamarca;Cajamarca;;;;;;;;;;;x
c_cajamarca_adj;Cajamarcian;;cajamarcisch;;;;;;;;;;;x
c_calakmul;Calákmul;Calákmul;Calákmul;;;;;;;;;;;x
c_calakmul_adj;Calákmulian;;calákmulisch;;;;;;;;;;;x
c_calamar;Calamar;Calamar;Calamar;;;;;;;;;;;x
c_calamar_adj;Calamarian;;calamarisch;;;;;;;;;;;x
c_cali;Cali;Cali;Cali;;;;;;;;;;;x
c_cali_adj;Calian;;calisch;;;;;;;;;;;x
c_caliacan;Caliacan;Caliacan;Caliacan;;;;;;;;;;;x
c_caliacan_adj;Caliacanian;;caliacanisch;;;;;;;;;;;x
c_calusa;Calusa;Calusa;Calusa;;;;;;;;;;;x
c_calusa_adj;Calusian;;calusisch;;;;;;;;;;;x
c_calusa_coast;Calusa Coast;Calusa Coast;Calusa Coast;;;;;;;;;;;x
c_calusa_coast_adj;Calusa Coastian;;calusa coastisch;;;;;;;;;;;x
c_camagueey;Camagüey;Camagüey;Camagüey;;;;;;;;;;;x
c_camagueey_adj;Camagüeian;;camagüeisch;;;;;;;;;;;x
c_camagueey_coast;Camagüey Coast;Camagüey Coast;Camagüey Coast;;;;;;;;;;;x
c_camagueey_coast_adj;Camagüey Coastian;;camagüey coastisch;;;;;;;;;;;x
c_camerhorne;Camerhorne;Camerhorne;Camerhorne;;;;;;;;;;;x
c_camerhorne_adj;Camerhornian;;camerhornisch;;;;;;;;;;;x
c_canaima;Canaima;Canaima;Canaima;;;;;;;;;;;x
c_canaima_adj;Canaimian;;canaimisch;;;;;;;;;;;x
c_canandaigua;Canandaigua;Canandaigua;Canandaigua;;;;;;;;;;;x
c_canandaigua_adj;Canandaigian;;canandaigisch;;;;;;;;;;;x
c_cananea;Cananea;Cananea;Cananea;;;;;;;;;;;x
c_cananea_adj;Cananian;;cananisch;;;;;;;;;;;x
c_canatlan;Canatlán;Canatlán;Canatlán;;;;;;;;;;;x
c_canatlan_adj;Canatlánian;;canatlánisch;;;;;;;;;;;x
c_canazas;Canazas;Canazas;Canazas;;;;;;;;;;;x
c_canazas_adj;Canazasian;;canazasisch;;;;;;;;;;;x
c_canazas_coast;Canazas Coast;Canazas Coast;Canazas Coast;;;;;;;;;;;x
c_canazas_coast_adj;Canazas Coastian;;canazas coastisch;;;;;;;;;;;x
c_canhewincasta;Canhewincasta;Canhewincasta;Canhewincasta;;;;;;;;;;;x
c_canhewincasta_adj;Canhewincastian;;canhewincastisch;;;;;;;;;;;x
c_cantu;Cantú;Cantú;Cantú;;;;;;;;;;;x
c_cantu_adj;Cantúian;;cantúisch;;;;;;;;;;;x
c_capachequi;Capachequi;Capachequi;Capachequi;;;;;;;;;;;x
c_capachequi_adj;Capacheqian;;capacheqisch;;;;;;;;;;;x
c_cape_hatteras;Cape Hatteras;Cape Hatteras;Cape Hatteras;;;;;;;;;;;x
c_cape_hatteras_adj;Cape Hatterasian;;cape hatterasisch;;;;;;;;;;;x
c_cape_paraiba;Cape Paraiba;Cape Paraiba;Cape Paraiba;;;;;;;;;;;x
c_cape_paraiba_adj;Cape Paraibian;;cape paraibisch;;;;;;;;;;;x
c_caquetio;Caquetio;Caquetio;Caquetio;;;;;;;;;;;x
c_caquetio_adj;Caquetian;;caquetisch;;;;;;;;;;;x
c_caracas;Caracas;Caracas;Caracas;;;;;;;;;;;x
c_caracas_adj;Caracasian;;caracasisch;;;;;;;;;;;x
c_caracas_coast;Caracas Coast;Caracas Coast;Caracas Coast;;;;;;;;;;;x
c_caracas_coast_adj;Caracas Coastian;;caracas coastisch;;;;;;;;;;;x
c_caraquet;Caraquet;Caraquet;Caraquet;;;;;;;;;;;x
c_caraquet_adj;Caraquetian;;caraquetisch;;;;;;;;;;;x
c_caratasca;Caratasca;Caratasca;Caratasca;;;;;;;;;;;x
c_caratasca_adj;Caratascian;;caratascisch;;;;;;;;;;;x
c_caribbean_sea;Caribbean Sea;Caribbean Sea;Caribbean Sea;;;;;;;;;;;x
c_caribbean_sea_adj;Caribbean Sian;;caribbean sisch;;;;;;;;;;;x
c_carupano;Carupano;Carupano;Carupano;;;;;;;;;;;x
c_carupano_adj;Carupanian;;carupanisch;;;;;;;;;;;x
c_cassia;Cassia;Cassia;Cassia;;;;;;;;;;;x
c_cassia_adj;Cassian;;cassisch;;;;;;;;;;;x
c_catacamas;Catacamas;Catacamas;Catacamas;;;;;;;;;;;x
c_catacamas_adj;Catacamasian;;catacamasisch;;;;;;;;;;;x
c_catatumbo;Catatumbo;Catatumbo;Catatumbo;;;;;;;;;;;x
c_catatumbo_adj;Catatumbian;;catatumbisch;;;;;;;;;;;x
c_catawba;Catawba;Catawba;Catawba;;;;;;;;;;;x
c_catawba_adj;Catawbian;;catawbisch;;;;;;;;;;;x
c_cato;Cato;Cato;Cato;;;;;;;;;;;x
c_cato_adj;Catian;;catisch;;;;;;;;;;;x
c_causapscal;Causapscal;Causapscal;Causapscal;;;;;;;;;;;x
c_causapscal_adj;Causapscalian;;causapscalisch;;;;;;;;;;;x
c_cayman_islands;Cayman Islands;Cayman Islands;Cayman Islands;;;;;;;;;;;x
c_cayman_islands_adj;Cayman Islandsian;;cayman islandsisch;;;;;;;;;;;x
c_cayo;Cayo;Cayo;Cayo;;;;;;;;;;;x
c_cayo_adj;Cayian;;cayisch;;;;;;;;;;;x
c_cayo_coast;Cayo Coast;Cayo Coast;Cayo Coast;;;;;;;;;;;x
c_cayo_coast_adj;Cayo Coastian;;cayo coastisch;;;;;;;;;;;x
c_ceara;Ceará;Ceará;Ceará;;;;;;;;;;;x
c_ceara_adj;Cearáian;;cearáisch;;;;;;;;;;;x
c_cerrado;Cerrado;Cerrado;Cerrado;;;;;;;;;;;x
c_cerrado_adj;Cerradian;;cerradisch;;;;;;;;;;;x
c_cetumal;Cetumal;Cetumal;Cetumal;;;;;;;;;;;x
c_cetumal_adj;Cetumalian;;cetumalisch;;;;;;;;;;;x
c_cetumal_coast;Cetumal Coast;Cetumal Coast;Cetumal Coast;;;;;;;;;;;x
c_cetumal_coast_adj;Cetumal Coastian;;cetumal coastisch;;;;;;;;;;;x
c_chachapoyas;Chachapoyas;Chachapoyas;Chachapoyas;;;;;;;;;;;x
c_chachapoyas_adj;Chachapoyasian;;chachapoyasisch;;;;;;;;;;;x
c_chambas;Chambas;Chambas;Chambas;;;;;;;;;;;x
c_chambas_adj;Chambasian;;chambasisch;;;;;;;;;;;x
c_chan_chan;Chan Chan;Chan Chan;Chan Chan;;;;;;;;;;;x
c_chan_chan_adj;Chan Chanian;;chan chanisch;;;;;;;;;;;x
c_chankultic;Chankultic;Chankultic;Chankultic;;;;;;;;;;;x
c_chankultic_adj;Chankultician;;chankulticisch;;;;;;;;;;;x
c_chantuto;Chantuto;Chantuto;Chantuto;;;;;;;;;;;x
c_chantuto_adj;Chantutian;;chantutisch;;;;;;;;;;;x
c_chaonia;Chaonia;Chaonia;Chaonia;;;;;;;;;;;x
c_chaonia_adj;Chaonian;;chaonisch;;;;;;;;;;;x
c_chapadinha;Chapadinha;Chapadinha;Chapadinha;;;;;;;;;;;x
c_chapadinha_adj;Chapadinhian;;chapadinhisch;;;;;;;;;;;x
c_chapadinha_coast;Chapadinha Coast;Chapadinha Coast;Chapadinha Coast;;;;;;;;;;;x
c_chapadinha_coast_adj;Chapadinha Coastian;;chapadinha coastisch;;;;;;;;;;;x
c_chariguana;Chariguana;Chariguana;Chariguana;;;;;;;;;;;x
c_chariguana_adj;Chariguanian;;chariguanisch;;;;;;;;;;;x
c_chatawapisshkag;Chatawapisshkag;Chatawapisshkag;Chatawapisshkag;;;;;;;;;;;x
c_chatawapisshkag_adj;Chatawapisshkagian;;chatawapisshkagisch;;;;;;;;;;;x
c_chatot;Chatot;Chatot;Chatot;;;;;;;;;;;x
c_chatot_adj;Chatotian;;chatotisch;;;;;;;;;;;x
c_chattanooga;Chattanooga;Chattanooga;Chattanooga;;;;;;;;;;;x
c_chattanooga_adj;Chattanoogian;;chattanoogisch;;;;;;;;;;;x
c_chaui;Chaui;Chaui;Chaui;;;;;;;;;;;x
c_chaui_adj;Chian;;chisch;;;;;;;;;;;x
c_chautauqua;Chautauqua;Chautauqua;Chautauqua;;;;;;;;;;;x
c_chautauqua_adj;Chautauqian;;chautauqisch;;;;;;;;;;;x
c_cheboygan;Cheboygan;Cheboygan;Cheboygan;;;;;;;;;;;x
c_cheboygan_adj;Cheboyganian;;cheboyganisch;;;;;;;;;;;x
c_cheektowaga;Cheektowaga;Cheektowaga;Cheektowaga;;;;;;;;;;;x
