#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_siquirres;Siquirres;Siquirres;Siquirres;;Siquirres;;;;;;;;;x
c_siquirres_adj;Siquir;Siquir;Siquir;;Siquir;;;;;;;;;x
b_siquirres;Siquirres;Siquirres;Siquirres;;Siquirres;;;;;;;;;x
b_guaymi;Guaymi;Guaymi;Guaymi;;Guaymi;;;;;;;;;x
d_boruca;Boruca;Boruca;Boruca;;Boruca;;;;;;;;;x
d_boruca_adj;Borucan;Borucan;Borucan;;Borucan;;;;;;;;;x
c_sixaola;Sixaola;Sixaola;Sixaola;;Sixaola;;;;;;;;;x
c_sixaola_adj;Sixaolan;Sixaolan;Sixaolan;;Sixaolan;;;;;;;;;x
b_sixaola;Sixaola;Sixaola;Sixaola;;Sixaola;;;;;;;;;x
b_coto;Coto;Coto;Coto;;Coto;;;;;;;;;x
b_huetar;Huetar;Huetar;Huetar;;Huetar;;;;;;;;;x
b_bribri;Bribri;Bribri;Bribri;;Bribri;;;;;;;;;x
c_gualaca;Gualaca;Gualaca;Gualaca;;Gualaca;;;;;;;;;x
c_gualaca_adj;Gualacan;Gualacan;Gualacan;;Gualacan;;;;;;;;;x
b_gualaca;Gualaca;Gualaca;Gualaca;;Gualaca;;;;;;;;;x
b_turrucaca;Turrucaca;Turrucaca;Turrucaca;;Turrucaca;;;;;;;;;x
c_chiriqui;Chiriqui;Chiriqui;Chiriqui;;Chiriqui;;;;;;;;;x
c_chiriqui_adj;Chiriquin;Chiriquin;Chiriquin;;Chiriquin;;;;;;;;;x
b_chiriqui;Chiriqui;Chiriqui;Chiriqui;;Chiriqui;;;;;;;;;x
b_quepos;Quepos;Quepos;;Quepos;;;;;;;;;x
b_talamanca;Talamanca;Talamanca;;Talamanca;;;;;;;;;x
c_guacimo;Guacimo;Guácimo;Guácimo;;Guácimo;;;;;;;;;x
c_guacimo_adj;Guacimoan;Guacimoan;Guacimoan;;Guacimoan;;;;;;;;;x
b_guacimo;Guacimo;Guácimo;Guácimo;;Guácimo;;;;;;;;;x
b_abubaes;Abubaes;Abubaes;Abubaes;;Abubaes;;;;;;;;;x
b_teribe;Teribe;Teribe;Teribe;;Teribe;;;;;;;;;x
d_cocle;Cocle;Cocle;Cocle;;Cocle;;;;;;;;;x
d_cocle_adj;Cocle;Cocle;Cocle;;Cocle;;;;;;;;;x
c_gatun;Gatun;Gatún;Gatún;;Gatún;;;;;;;;;x
c_gatun_adj;Gatuna;Gatuna;Gatuna;;Gatuna;;;;;;;;;x
b_gatun;Gatun;Gatún;Gatún;;Gatún;;;;;;;;;x
b_bugle;Bugle;Bugle;Bugle;;Bugle;;;;;;;;;x
b_buabidti;Buabidti;Buabidti;Buabidti;;Buabidti;;;;;;;;;x
c_chitre;Chitre;Chitre;Chitre;;Chitre;;;;;;;;;x
c_chitre_adj;Chitrein;Chitrein;Chitrein;;Chitrein;;;;;;;;;x
b_chitre;Chitre;Chitre;Chitre;;Chitre;;;;;;;;;x
b_dorasque;Dorasque;Dorasque;Dorasque;;Dorasque;;;;;;;;;x
c_canazas;Canazas;Canazas;Canazas;;Canazas;;;;;;;;;x
c_canazas_adj;Canazasa;Canazasa;Canazasa;;Canazasa;;;;;;;;;x
b_canazas;Canazas;Canazas;Canazas;;Canazas;;;;;;;;;x
b_chumulu;Chumulu;Chumulu;Chumulu;;Chumulu;;;;;;;;;x
c_pinogana;Pinogana;Pinogana;Pinogana;;Pinogana;;;;;;;;;x
c_pinogana_adj;Pinoganan;Pinoganan;Pinoganan;;Pinoganan;;;;;;;;;x
b_pinogana;Pinogana;Pinogana;Pinogana;;Pinogana;;;;;;;;;x
b_kuna;Kuna;Kuna;Kuna;;Kuna;;;;;;;;;x
b_darien;Darien;Darien;Darien;;Darien;;;;;;;;;x
c_tocumen;Tocumen;Tocumen;Tocumen;;Tocumen;;;;;;;;;x
c_tocumen_adj;Tocumeni;Tocumeni;Tocumeni;;Tocumeni;;;;;;;;;x
b_tocumen;Tocumen;Tocumen;Tocumen;;Tocumen;;;;;;;;;x
b_wargandi;Wargandi;Wargandi;Wargandi;;Wargandi;;;;;;;;;x
count_carib;Chief;Chief;Chief;;Chief;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
count_female_carib;Chief;Chief;Chief;;Chief;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
county_of_carib;Ynkanawo of;Ynkanawo de;Ynkanawo von;;Ynkanawo del Jeque;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke_carib;Cacique;Cacique;Cacique;;Cacique;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke_female_carib;Cacica;Cacica;Cacica;;Cacica;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duchy_of_carib;Cacicazgos of;Cacicazgos de;Cacicazgos von;;Cacicazgos de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king_carib;Tiubutuli Hauthe;Tiubutuli Hauthe;Tiubutuli Hauthe;;Tiubutuli Hauthe;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
king_female_carib;Tiubutulin;Tiubutulin;Tiubutulin;;Tiubutulin;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emperor_carib;Konu;Konu;Konu;;Konu;;;;;;;;;x
baron_carib;Tywonumenkapore;Tywonumenkapore;Tywonumenkapore;;Tywonumenkapore;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barony_of_carib;Tabouii of;Tabouii de;Tabouii von;;Tabouii de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job_spiritual_carib;Buyeis;Buyeis;Buyeis;;Buyeis;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
job_chancellor_carib;Basija;Basija;Basija;;Basija;;;;;;;;;x
job_marshal_carib;Ubutu;Ubutu;Ubutu;;Ubutu;;;;;;;;;x
job_treasurer_carib;Pyrata;Pyrata;Pyrata;;Pyrata;;;;;;;;;x
job_spymaster_carib;Syma;Syma;Syma;;Syma;;;;;;;;;x
temple_barony_of_carib;Pasa of;Pasa de;Pasa von;;Pasa de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city_barony_of_carib;Amantopo of;Amantopo de;Stadt;;Amantopo de;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city_baron_carib;Kapiteni;Kapiteni;Kapiteni;;Kapiteni;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temple_baron_zemi;Bohiques;Bohiques;Bohiques;;Bohiques;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
