THE_TRADITIONS;the Traditions;The Traditions;The Traditions;;The Traditions;;;;;;;;;x
tipashumashwish;Tipashuma;na;na;;na;;;;;;;;;x
GOD_ENEMEME;Enememe;na;na;;na;;;;;;;;;x
GOD_ASSHUNACH;Asshunach;na;na;;na;;;;;;;;;x
GOD_SHUP;Shup;na;na;;na;;;;;;;;;x
THE_STONE_WRITINGS;the Stone Writings;na;na;;na;;;;;;;;;x
zemi;Zemi;na;na;;na;;;;;;;;;x
GOD_YUCAHU_MAOROCOTI;Yucahu Maorocoti;na;na;;na;;;;;;;;;x
GOD_ATTABEIRA;Attabeira;na;na;;na;;;;;;;;;x
GOD_BOINAYEL;Boinayel;na;na;;na;;;;;;;;;x
THE_SPIRITS;the Spirits;na;na;;na;;;;;;;;;x
tupa;Tupa;na;na;;na;;;;;;;;;x
tupa_DESC;Tupa is the name of the supreme god in the Tupi creation myth. Tupa is also the word in the Tupi language that means "god". Tupa is considered to be the creator of the universe, and more specifically the creator of light. His residence is the Sun. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Caste Traits matter greatly\n§Y*§! Can declare Subjugation Wars against all Indian religions\n§Y*§! Can raid neighboring counties of other faiths\n§Y*§! Can declare regular Holy Wars against non-Indian religions\n§Y*§! Hard to convert Jain and Buddhist counties;L'hindouisme n'est pas une religion unique mais plutôt un terme générique regroupant les religions descendant du polythéisme ancestral en Inde tel que consigné dans les Védas. L'existence de nombreuses sectes au sein de l'hindouisme, ainsi que des millénaires de coexistence relativement pacifique avec le jaïnisme et le bouddhisme, a donné à l'hindouisme son caractère remarquablement tolérant et pluraliste envers toutes les religions indiennes. Cependant, il s'agit de la religion la plus belliqueuse des trois. Caractéristiques en jeu :\n§Y*§! Pas de chef religieux\n§Y*§! Grande importance des caractéristiques de caste\n§Y*§! Peut déclarer des guerres de subjugation contre toutes les autres religions indiennes\n§Y*§! Peut piller les pays voisins contrôlés par d'autres religions\n§Y*§! Peut déclarer des guerres saintes contre des religions non indiennes\n§Y*§! Difficulté à convertir les régions dominées par le bouddhisme ou le jaïnisme;Hinduismus ist keine einzelne Religion, sondern ein Überbegriff für die Nachfolgeglauben des urtümlichen indischen Politheismus, wie in der Veda überliefert. Die Existenz vieler verschiedener Sekten im Hinduismus - und Jahrtausende vergleichsweiser friedlicher Koexistenz mit Jainismus und Buddhismus - führten zu einer bemerkenswerten Toleranz gegenüber anderen indischen Religionen. Trotzdem ist dies der kriegerischste der drei Glaubensrichtungen. Bestimmende Merkmale im Spiel:\n§Y*§! Es gibt kein religiöses Oberhaupt\n§Y*§! Kasteneigenschaften wiegen schwer\n§Y*§! Kann Unterwerfungskriege gegen alle indischen Religionen erklären\n§Y*§! Kann Nachbarländer anderer Glaubensrichtungen überfallen\n§Y*§! Kann normale Heilige Kriege gegen nicht-indische Religionen ausrufen\n§Y*§! Jainistische und buddhistische Regionen sind schwer zu konvertieren;;El hinduismo no es una religión sino un amplio término usado para todas las religiones que suceden al politeísmo Indio recogido en los Vedas. La existencia de tantas sectas - así como los milenios de coexistencia más o menos pacífica con el Jainismo y el Budismo - han hecho a la fe Hindú notoriamente tolerante y plural con todas las religiones Indias. Aún así, es la más beligerante de las tres. Características en el juego:\n§Y*§! No existe cabeza religiosa\n§Y*§! Los rasgos de Casta tienen gran importancia\n§Y*§! Pueden declarar Guerras de Subyugación contra todas las religiones Indias\n§Y*§! Pueden asaltar territorios vecinos de otra fe\n§Y*§! Pueden declarar Guerras Santas regulares contra religiones no-Indias\n§Y*§! Difícil convertir territorios Jainistas y Budistas;;;;;;;;;x;;;;;;;;;;;;
GOD_TUPA;Tupa;na;na;;na;;;;;;;;;x
GOD_TUME_ARANDU;Tume Arandu;na;na;;na;;;;;;;;;x
GOD_MARANGATU;Marangatu;na;na;;na;;;;;;;;;x
THE_GREAT_TALES;The Great Tales;Les Gathas;The Gathas;;Las Gathas;;;;;;;;;x
THE_HEBEYONO_BUNAHABE;the Hebeyono Bunahabe;na;na;;na;;;;;;;;;x
TLAMACAZQUI;Tlamacazqui;na;na;;na;;;;;;;;;x
