ma_i_an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;Ma-i-an;x
emperor_title_ruler_consort_tagalog;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_title_ruler_consort_female_tagalog;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;x
title_queen_mother_tagalog;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;x
emperor_title_queen_mother_female_tagalog;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;x
title_prince_tagalog;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;x
title_prince_female_tagalog;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;x
emperor_cebuan;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_female_cebuan;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;x
empire_of_cebuan;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;Maharastra of;x
king_cebuan;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
king_female_cebuan;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;x
kingdom_of_cebuan;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;Rastra of;x
duke_cebuan;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;x
duke_female_cebuan;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;x
duchy_of_cebuan;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;Thikana of;x
count_cebuan;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;x
count_female_cebuan;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;x
county_of_cebuan;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;Prabhuta of;x
baron_cebuan;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_female_cebuan;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
barony_of_cebuan;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;x
title_regent_cebuan;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;Regent;x
title_ruler_consort_cebuan;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
title_ruler_consort_female_cebuan;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;Rani;x
baron_title_ruler_consort_cebuan;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_title_ruler_consort_female_cebuan;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
count_title_ruler_consort_cebuan;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;Prabhu;x
count_title_ruler_consort_female_cebuan;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;Prabhuti;x
duke_title_ruler_consort_cebuan;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;Thakur;x
duke_title_ruler_consort_female_cebuan;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;Thakurani;x
emperor_title_ruler_consort_cebuan;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_title_ruler_consort_female_cebuan;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;Maharani;x
title_queen_mother_cebuan;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;Rani Mother;x
emperor_title_queen_mother_female_cebuan;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;Maharani Mother;x
title_prince_cebuan;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;Rajakumara;x
title_prince_female_cebuan;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;Ranikumara;x
bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;Bornean;x
dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;Dayak;x
banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;Banjar;x
emperor_javanese;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_female_javanese;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;x
empire_of_javanese;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;x
king_javanese;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
king_female_javanese;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;x
kingdom_of_javanese;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;x
duke_javanese;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duke_female_javanese;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duchy_of_javanese;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;x
count_javanese;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
count_female_javanese;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
county_of_javanese;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;x
baron_javanese;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_female_javanese;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
barony_of_javanese;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;x
title_regent_javanese;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;x
title_ruler_consort_javanese;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
title_ruler_consort_female_javanese;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;x
baron_title_ruler_consort_javanese;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_title_ruler_consort_female_javanese;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
count_title_ruler_consort_javanese;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
count_title_ruler_consort_female_javanese;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
duke_title_ruler_consort_javanese;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duke_title_ruler_consort_female_javanese;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
emperor_title_ruler_consort_javanese;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_title_ruler_consort_female_javanese;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;x
title_queen_mother_javanese;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;x
emperor_title_queen_mother_female_javanese;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;x
title_prince_javanese;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;x
title_prince_female_javanese;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;x
papuan_group;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;Papua;x
papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;Papuan;x
sulawesi_group;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;Sulawesi;x
bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;Bugi;x
minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;Minahasa;x
maluku_group;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;Maluku;x
malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;Malukan;x
tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;Tenggaran;x
malay_group;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;Malaic;x
malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;Malay;x
minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;Minangkabau;x
samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;Samudran;x
batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;Batak;x
javanese_group;Java;Java;Java;Java;Java;Java;Java;Java;Java;Java;Java;Java;Java;x
javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;Javanese;x
sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;Sundanese;x
emperor_papuan;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_female_papuan;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;x
empire_of_papuan;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;x
king_papuan;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
king_female_papuan;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;x
kingdom_of_papuan;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;x
duke_papuan;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duke_female_papuan;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duchy_of_papuan;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;x
count_papuan;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
count_female_papuan;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
county_of_papuan;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;x
baron_papuan;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_female_papuan;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
barony_of_papuan;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;x
title_regent_papuan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;Wali Kerajaan;x
title_ruler_consort_papuan;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
title_ruler_consort_female_papuan;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;x
baron_title_ruler_consort_papuan;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_title_ruler_consort_female_papuan;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
count_title_ruler_consort_papuan;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
count_title_ruler_consort_female_papuan;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
duke_title_ruler_consort_papuan;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duke_title_ruler_consort_female_papuan;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
emperor_title_ruler_consort_papuan;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_title_ruler_consort_female_papuan;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;x
title_queen_mother_papuan;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;x
emperor_title_queen_mother_female_papuan;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;Ibu Suri;x
title_prince_papuan;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;Pangeran;x
title_prince_female_papuan;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;Putri;x
emperor_bugi;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;Maharaja;x
emperor_female_bugi;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;Maharatu;x
empire_of_bugi;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;Maharerajaan of;x
king_bugi;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;Raja;x
king_female_bugi;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;Ratu;x
kingdom_of_bugi;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;Rerajaan of;x
duke_bugi;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duke_female_bugi;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;Adipati;x
duchy_of_bugi;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;Kadipaten of;x
count_bugi;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
count_female_bugi;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;Bupati;x
county_of_bugi;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;Kabupaten of;x
baron_bugi;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;Purpati;x
baron_female_bugi;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;Purpatni;x
barony_of_bugi;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;Pur of;x
